Chemical Name,Measure Names,Measure Values
Testosterone Esters,Total Actual Cost,155143.01
Testosterone Enantate,Total Actual Cost,479420.12
Testosterone,Total Actual Cost,8435565.54
Terpin Hydrate,Total Actual Cost,225.35
Teriparatide,Total Actual Cost,233588.65
Terbutaline Sulphate,Total Actual Cost,6209475.08
Terbinafine Hydrochloride,Total Actual Cost,3413153.91
Terazosin Hydrochloride,Total Actual Cost,555148.20
Tenoxicam,Total Actual Cost,52261.33
Tenofovir Disoproxil,Total Actual Cost,387427.82
Temocillin Sodium,Total Actual Cost,1294.13
Temazepam,Total Actual Cost,16163602.78
Telmisartan with Diuretic,Total Actual Cost,1095396.86
Telmisartan,Total Actual Cost,861222.21
Telithromycin,Total Actual Cost,24.14
Telbivudine,Total Actual Cost,268.55
Teicoplanin,Total Actual Cost,143213.74
Tazarotene,Total Actual Cost,45803.88
Taurolidine,Total Actual Cost,897.69
Taurine,Total Actual Cost,63379.33
Tars,Total Actual Cost,1445583.13
Tapentadol Hydrochloride,Total Actual Cost,3888546.45
Tamsulosin Hydrochloride,Total Actual Cost,28867176.06
Tamsulosin & Dutasteride Hydrochloride,Total Actual Cost,3932201.32
Tamoxifen Citrate,Total Actual Cost,3914709.15
Talc Purified,Total Actual Cost,130.04
Tafluprost & Timolol,Total Actual Cost,4647.33
Tafluprost,Total Actual Cost,1750737.18
Tadalafil (Vasodilator Antihypertensive),Total Actual Cost,682.93
Tadalafil,Total Actual Cost,33002582.06
Tacrolimus,Total Actual Cost,29374147.61
Tacalcitol,Total Actual Cost,326756.37
Swabs,Total Actual Cost,1354216.13
Suspensory Systems,Total Actual Cost,341054.85
Surgical Sutures,Total Actual Cost,237487.59
Surgical Adhesive Tape,Total Actual Cost,1401761.46
Sumatriptan Succinate,Total Actual Cost,14612904.96
Sultiame,Total Actual Cost,81340.80
Sulpiride,Total Actual Cost,1994528.31
Sulindac,Total Actual Cost,98653.24
Sulfur,Total Actual Cost,47788.62
Sulfinpyrazone,Total Actual Cost,356452.02
Sulfasalazine,Total Actual Cost,8803597.73
Sulfapyridine,Total Actual Cost,73551.55
Sulfamethoxypyridazine,Total Actual Cost,960.04
Sulfadiazine,Total Actual Cost,170246.19
Sucroferric Oxyhydroxide,Total Actual Cost,5309.72
Sucrase,Total Actual Cost,27073.74
Sucralfate,Total Actual Cost,312921.58
Strontium Ranelate,Total Actual Cost,2226809.22
Streptokinase,Total Actual Cost,50.02
Stoma Caps/Dressings,Total Actual Cost,962553.70
Stockinette,Total Actual Cost,9641013.81
Stiripentol,Total Actual Cost,1094784.77
Sterile Water,Total Actual Cost,69111.69
Sterculia,Total Actual Cost,517111.13
Ster Larvae,Total Actual Cost,208295.46
Stanozolol,Total Actual Cost,18685.87
Squill,Total Actual Cost,1620.63
Spironolactone With Thiazides,Total Actual Cost,10310.82
Spironolactone With Loop Diuretics,Total Actual Cost,61306.56
Spironolactone,Total Actual Cost,4721608.93
Sotalol Hydrochloride,Total Actual Cost,2151530.36
Sorafenib,Total Actual Cost,1401.98
Somatropin,Total Actual Cost,30714489.66
Solvent Ether,Total Actual Cost,87.24
Soluble Insulin (Neutral Insulin),Total Actual Cost,2219809.66
Solifenacin/Tamsulosin,Total Actual Cost,677421.67
Solifenacin,Total Actual Cost,68723332.63
Soft Soap,Total Actual Cost,55.55
Sofosbuvir,Total Actual Cost,385.19
Sodium Valproate,Total Actual Cost,30458762.12
Sodium Tetradecyl Sulphate,Total Actual Cost,1351.24
Sodium Polystyrene Sulfonate,Total Actual Cost,31195.66
Sodium Picosulfate,Total Actual Cost,964209.77
Sodium Phenylbutyrate,Total Actual Cost,598059.73
Sodium Oxybate,Total Actual Cost,959599.01
Sodium Lactate,Total Actual Cost,348.75
Sodium Hypochlorite,Total Actual Cost,1408.31
Sodium Fusidate,Total Actual Cost,398995.40
Sodium Fluoride,Total Actual Cost,896107.00
Sodium Feredetate,Total Actual Cost,2231554.25
Sodium Dihydrogen Phosphate Dihydrate,Total Actual Cost,70887.40
Sodium Cromoglicate,Total Actual Cost,6400038.52
Sodium Clodronate,Total Actual Cost,2448435.30
Sodium Citrate (Rectal),Total Actual Cost,622507.90
Sodium Citrate,Total Actual Cost,55260.57
Sodium Chloride,Total Actual Cost,11609912.67
Sodium Bicarbonate,Total Actual Cost,3473945.43
Sodium Benzoate,Total Actual Cost,512436.58
Sodium Aurothiomalate,Total Actual Cost,170481.18
Skin Protectors,Total Actual Cost,9754240.57
Skin Protectives Fillers & Cleansers,Total Actual Cost,23382.64
Skin Fillers And Protectives,Total Actual Cost,28963408.07
Skin Closure Strips  Sterile,Total Actual Cost,77029.45
Skin Adhesive  Sterile,Total Actual Cost,21491.96
Sitagliptin,Total Actual Cost,80316656.98
Sirolimus,Total Actual Cost,1516743.32
Simvastatin & Ezetimibe,Total Actual Cost,1619975.63
Simvastatin,Total Actual Cost,43788200.76
Simple,Total Actual Cost,359928.02
Simeticone,Total Actual Cost,236434.93
Simeprevir,Total Actual Cost,6904.50
Silver Sulfadiazine,Total Actual Cost,329460.84
Silver Nitrate,Total Actual Cost,66712.56
Silk Garments,Total Actual Cost,1439483.57
Sildenafil(Vasodilator Antihypertensive),Total Actual Cost,786750.27
Sildenafil (Erectile Dysfunction),Total Actual Cost,5265971.96
Sibutramine,Total Actual Cost,69.29
Shingles (H/Z),Total Actual Cost,901029.01
Sevelamer,Total Actual Cost,7905723.36
Sertraline Hydrochloride,Total Actual Cost,18761194.36
Senna,Total Actual Cost,10541073.98
Selenium Sulfide,Total Actual Cost,217058.71
Selenium,Total Actual Cost,82540.82
Selegiline Hydrochloride,Total Actual Cost,856260.47
Secobarbital Sodium,Total Actual Cost,261462.41
Saxagliptin/Metformin,Total Actual Cost,307830.64
Saxagliptin,Total Actual Cost,10902751.22
Saquinavir Mesylate,Total Actual Cost,23.36
Salmeterol,Total Actual Cost,25317618.13
Salicylic Acid,Total Actual Cost,1306452.05
Salbutamol,Total Actual Cost,57649793.43
Sacrosidase,Total Actual Cost,53584.65
Ruxolitinib,Total Actual Cost,9406.47
Rutosides,Total Actual Cost,301490.70
Rupatadine Fumarate,Total Actual Cost,27016.66
Rufinamide,Total Actual Cost,1236924.02
Rotigotine,Total Actual Cost,12530097.93
Rotavirus,Total Actual Cost,2860.80
Rosuvastatin Calcium,Total Actual Cost,43070261.77
Rosiglitazone,Total Actual Cost,144.14
Ropinirole Hydrochloride,Total Actual Cost,10866072.16
Romiplostim,Total Actual Cost,3566.19
Roflumilast,Total Actual Cost,88778.09
Rofecoxib,Total Actual Cost,44.72
Rizatriptan,Total Actual Cost,7966486.91
Rivastigmine,Total Actual Cost,8694506.68
Rivaroxaban,Total Actual Cost,77188502.78
Rituximab,Total Actual Cost,5492.55
Ritonavir,Total Actual Cost,1571.92
Risperidone,Total Actual Cost,9582800.42
Risedronate Sodium,Total Actual Cost,1598482.04
Rimexolone,Total Actual Cost,136612.03
Riluzole,Total Actual Cost,690781.63
Rifaximin,Total Actual Cost,3311256.11
Rifampicin Combined Preparations,Total Actual Cost,69076.68
Rifampicin,Total Actual Cost,520077.76
Rifabutin,Total Actual Cost,41639.07
Riboflavin,Total Actual Cost,254016.19
Ribavirin,Total Actual Cost,27721.94
Retigabine,Total Actual Cost,79506.18
Retapamulin,Total Actual Cost,14145.57
Repaglinide,Total Actual Cost,586339.45
Remifentanil Hydrochloride,Total Actual Cost,23.64
Reboxetine,Total Actual Cost,499801.17
Rasagiline Mesilate,Total Actual Cost,12070250.02
Ranolazine,Total Actual Cost,7362851.47
Ranitidine Hydrochloride,Total Actual Cost,9331674.61
Ranibizumab,Total Actual Cost,686.10
Ramipril with Calcium Channel Blocker,Total Actual Cost,280175.55
Ramipril,Total Actual Cost,40003300.76
Raltegravir,Total Actual Cost,28682.24
Raloxifene Hydrochloride,Total Actual Cost,531389.26
Racecadotril,Total Actual Cost,196.54
Rabies Immunoglobulin,Total Actual Cost,762.64
Rabies,Total Actual Cost,132693.03
Rabeprazole Sodium,Total Actual Cost,1524990.80
Quinine Sulfate,Total Actual Cost,6618187.90
Quinine Hydrochloride,Total Actual Cost,549.70
Quinine Bisulfate,Total Actual Cost,1371732.20
Quinidine Sulfate,Total Actual Cost,23479.23
Quinapril Hydrochloride with Diuretic,Total Actual Cost,66315.81
Quinapril Hydrochloride,Total Actual Cost,547047.36
Quinagolide Hydrochloride,Total Actual Cost,226558.14
Quetiapine,Total Actual Cost,34075835.95
Pyrimethamine,Total Actual Cost,1691.91
Pyridoxine Hydrochloride,Total Actual Cost,1212426.00
Pyridostigmine Bromide,Total Actual Cost,2942549.26
Pyrazinamide,Total Actual Cost,18814.53
Pseudoephedrine Hydrochloride,Total Actual Cost,325057.32
Pseudoephedrine HCl/Dextrometh Hydrob,Total Actual Cost,155.57
Pseudoephedrine HCl Combinations,Total Actual Cost,463.41
Prucalopride,Total Actual Cost,3446454.26
Proxymetacaine Hydrochloride,Total Actual Cost,3224.60
Protamine Zinc Insulin,Total Actual Cost,27710.56
Prosthetic Adhesives,Total Actual Cost,1361.04
Propylthiouracil,Total Actual Cost,4022927.98
Propranolol Hydrochloride,Total Actual Cost,22266518.40
Propiverine Hydrochloride,Total Actual Cost,890701.39
Propantheline Bromide,Total Actual Cost,852339.81
Propamidine Isetionate,Total Actual Cost,4032.50
Propafenone Hydrochloride,Total Actual Cost,187753.87
Promethazine Teoclate,Total Actual Cost,80399.78
Promethazine Hydrochloride,Total Actual Cost,1918664.42
Promazine Hydrochloride,Total Actual Cost,2030751.75
Proguanil Hydrochloride With Atovaquone,Total Actual Cost,203507.64
Proguanil Hydrochloride,Total Actual Cost,1960.99
Progesterone,Total Actual Cost,1059078.01
Proflavine Hemisulphate,Total Actual Cost,4.46
Proflavine,Total Actual Cost,17.20
Procyclidine Hydrochloride,Total Actual Cost,5242730.27
Prochlorperazine Mesilate,Total Actual Cost,76723.02
Prochlorperazine Maleate,Total Actual Cost,6851306.09
Procainamide Hydrochloride,Total Actual Cost,7359.01
Probenecid,Total Actual Cost,155758.75
Pristinamycin,Total Actual Cost,7410.51
Primidone,Total Actual Cost,7222073.97
Primaquine,Total Actual Cost,918.18
Prilocaine Hydrochloride,Total Actual Cost,1023.64
Pressure Plates/Shields,Total Actual Cost,43609.78
Prep's For Other Vaginal Infections,Total Actual Cost,12.26
Pregabalin,Total Actual Cost,259576507.53
Prednisone,Total Actual Cost,83257.10
Prednisolone Sodium Phosphate,Total Actual Cost,1884066.31
Prednisolone Sodium Metasulphobenzoate,Total Actual Cost,2853479.11
Prednisolone Acetate,Total Actual Cost,341256.41
Prednisolone,Total Actual Cost,30060520.47
Prazosin Hydrochloride,Total Actual Cost,373794.71
Praziquantel,Total Actual Cost,30793.36
Pravastatin Sodium,Total Actual Cost,5389207.12
Prasugrel,Total Actual Cost,4368741.02
Prasterone,Total Actual Cost,34271.33
Pramipexole,Total Actual Cost,16635782.21
Powdered Opium,Total Actual Cost,21.82
Povidone-Iodine,Total Actual Cost,6.88
Povidone K 25,Total Actual Cost,40.68
Povidone Iodine,Total Actual Cost,2804.43
Potassium Permanganate,Total Actual Cost,235522.59
Potassium Iodate,Total Actual Cost,110.92
Potassium Citrate,Total Actual Cost,175574.55
Potassium Chloride,Total Actual Cost,736344.33
Potassium Bicarbonate,Total Actual Cost,230028.98
Posaconazole,Total Actual Cost,553639.82
Pomalidomide,Total Actual Cost,24650.15
Polyvinyl Alcohol,Total Actual Cost,1282159.32
Polysaccharide-Iron Complex,Total Actual Cost,346.98
Polymyxins,Total Actual Cost,56475.33
Polymyxin B Sulphate,Total Actual Cost,3.03
Pollen Allergy Preparations,Total Actual Cost,206181.80
Polihexanide,Total Actual Cost,11003.32
Policosanol,Total Actual Cost,383.97
Podophyllum Resin,Total Actual Cost,2478.36
Podophyllotoxin,Total Actual Cost,150193.03
Pneumococcal,Total Actual Cost,4960039.51
Plasters,Total Actual Cost,104584.04
Plantar Pressure Offloading Device,Total Actual Cost,915971.25
Pizotifen Malate,Total Actual Cost,6489590.94
Pivmecillinam Hydrochloride,Total Actual Cost,530621.82
Piroxicam,Total Actual Cost,5138754.82
Pirfenidone,Total Actual Cost,8336.46
Pirenzepine,Total Actual Cost,84978.45
Piracetam,Total Actual Cost,192122.51
Pipotiazine Palmitate,Total Actual Cost,149499.66
Pipobroman,Total Actual Cost,316.05
Piperazine,Total Actual Cost,11.05
Piperacillin Sodium/Tazobactam Sodium,Total Actual Cost,74309.56
Pioglitazone Hydrochloride,Total Actual Cost,5097650.77
Pindolol With Diuretic,Total Actual Cost,33.65
Pindolol,Total Actual Cost,31158.06
Pimozide,Total Actual Cost,64272.27
Pimecrolimus,Total Actual Cost,810358.83
Pilocarpine Nitrate,Total Actual Cost,283303.40
Pilocarpine Hydrochloride,Total Actual Cost,935055.48
Phytomenadione,Total Actual Cost,407834.85
Physical Debridement Device,Total Actual Cost,2270650.67
Phosphates (Rectal),Total Actual Cost,1528974.40
Pholcodine,Total Actual Cost,330772.53
Phenytoin Sodium,Total Actual Cost,36365298.45
Phenytoin,Total Actual Cost,374940.78
Phenylephrine Hydrochloride,Total Actual Cost,6206.63
Phenylbutazone,Total Actual Cost,13191.58
Phentolamine/Aviptadil,Total Actual Cost,754.05
Phenprocoumon,Total Actual Cost,901.89
Phenoxymethylpenicillin (Penicillin V),Total Actual Cost,20784062.82
Phenoxybenzamine Hydrochloride,Total Actual Cost,202441.31
Phenothrin,Total Actual Cost,26.38
Phenolphthalein & Rhubarb,Total Actual Cost,313.37
Phenol,Total Actual Cost,3687.36
Phenobarbital Sod,Total Actual Cost,79651.91
Phenobarbital,Total Actual Cost,3282653.10
Phenindione,Total Actual Cost,1331689.65
Phenelzine Sulfate,Total Actual Cost,298436.81
Phased Formulations Of Ethinylestradiol,Total Actual Cost,496966.74
Pethidine Hydrochloride,Total Actual Cost,1845586.94
Perphenazine,Total Actual Cost,39910.84
Permethrin,Total Actual Cost,2377230.44
Perindopril Tosilate/Indapamide,Total Actual Cost,2295.76
Perindopril Tosilate,Total Actual Cost,8026.07
Perindopril Erbumine with Diuretic,Total Actual Cost,1108.05
Perindopril Erbumine,Total Actual Cost,8210644.58
Perindopril Arginine with Diuretic,Total Actual Cost,1098677.46
Perindopril Arginine,Total Actual Cost,514525.93
Perindopril + Calcium Channel Blocker,Total Actual Cost,5793.35
Pericyazine,Total Actual Cost,831766.26
Pergolide Mesilate,Total Actual Cost,83681.34
Perampanel,Total Actual Cost,3182154.17
Peppermint Oil,Total Actual Cost,4570709.43
Pentoxifylline,Total Actual Cost,386254.32
Pentosan Polysulfate Sodium,Total Actual Cost,214090.97
Pentazocine Lactate,Total Actual Cost,51.70
Pentazocine Hydrochloride,Total Actual Cost,284526.68
Pentamidine Isetionate,Total Actual Cost,1059.70
Penicillamine,Total Actual Cost,456527.29
Penciclovir,Total Actual Cost,13257.86
Pelvic Toning Devices,Total Actual Cost,24209.55
Pegvisomant,Total Actual Cost,38654.47
Peginterferon Alpha,Total Actual Cost,43535.48
Pegfilgrastim,Total Actual Cost,635.39
Peak Flow Meters,Total Actual Cost,1236057.97
Pazopanib,Total Actual Cost,8822.79
Pasireotide,Total Actual Cost,2995.87
Paroxetine Hydrochloride,Total Actual Cost,6983383.61
Paromomycin Sulfate,Total Actual Cost,974.63
Paricalcitol,Total Actual Cost,79283.10
Parecoxib Sodium,Total Actual Cost,581.52
Paraldehyde,Total Actual Cost,254588.35
Paraffin Yellow Soft,Total Actual Cost,194086.46
Paraffin Soft Yellow,Total Actual Cost,47086.46
Paraffin Soft White,Total Actual Cost,97832.68
Paraffin Hard,Total Actual Cost,1016.36
Paracetamol Combined Preparations,Total Actual Cost,56926.11
Paracetamol & Phenylephrine HCl,Total Actual Cost,154.43
Paracetamol & Ibuprofen,Total Actual Cost,3267.02
Paracetamol & Caffeine,Total Actual Cost,1936.92
Paracetamol,Total Actual Cost,81360693.58
Papaverine Hydrochloride,Total Actual Cost,17487.74
Papaveretum,Total Actual Cost,423.21
Pantoprazole,Total Actual Cost,1938581.96
Pancreatin,Total Actual Cost,21198266.65
Pamidronate Disodium,Total Actual Cost,2786.74
Palonosetron Hydrochloride,Total Actual Cost,103.44
Palivizumab,Total Actual Cost,44692.09
Paliperidone,Total Actual Cost,2213622.55
Padimate O,Total Actual Cost,54.53
Oxytocin,Total Actual Cost,16.15
Oxytetracycline,Total Actual Cost,2279845.06
Oxymetholone,Total Actual Cost,1095.70
Oxymetazoline Hydrochloride,Total Actual Cost,7.15
Oxycodone Hydrochloride,Total Actual Cost,54220703.69
Oxycodone HCl/Naloxone HCl,Total Actual Cost,4898566.32
Oxybutynin Hydrochloride,Total Actual Cost,14319.61
Oxybutynin,Total Actual Cost,14567899.56
Oxybuprocaine Hydrochloride,Total Actual Cost,2794.37
Oxprenolol Hydrochloride,Total Actual Cost,88334.47
Oxitriptan,Total Actual Cost,10132.27
Oxcarbazepine,Total Actual Cost,2837529.85
Oxazepam,Total Actual Cost,269679.83
Oxandrolone,Total Actual Cost,38967.76
Other Zinc Preps,Total Actual Cost,7130.84
Other X-Ray Contrast Media Preps,Total Actual Cost,8373.48
Other Vitamin Formulation Preps,Total Actual Cost,438.42
Other Vitamin E Preps 0906050,Total Actual Cost,4924.19
Other Vitamin D Preps,Total Actual Cost,37.21
Other Vitamin C & Bioflavonoid Preps,Total Actual Cost,598.67
Other Vitamin C (Ascorbic Acid) Preps,Total Actual Cost,6181.03
Other Vitamin B Preps,Total Actual Cost,352856.85
Other Vitamin B Compound Preps,Total Actual Cost,6309.39
Other Vitamin A Preps 0906011,Total Actual Cost,2070.42
Other Vehicle & Emulsifying Agent Preps,Total Actual Cost,321.84
Other Urological Pain Preps,Total Actual Cost,45211.58
Other Treatment of Dry Mouth Preps,Total Actual Cost,331236.05
Other Topical Nasal Decongestant Preps,Total Actual Cost,1338.55
Other Topical Circulatory Preps,Total Actual Cost,119.34
Other Top Anaesthetic&Antipruritic Preps,Total Actual Cost,49.76
Other Toiletry Preps,Total Actual Cost,2249582.52
Other Tincture Preps,Total Actual Cost,442.93
Other Test For Helicobacter Pylori Preps,Total Actual Cost,280880.43
Other Syrup Preps,Total Actual Cost,337.18
Other Sunscreening Preps,Total Actual Cost,1276728.71
Other Stimulant Laxative Preps,Total Actual Cost,15162.79
Other Soothing Haemorrhoidal Preps,Total Actual Cost,14851.58
Other Single Substance Preps,Total Actual Cost,67327.00
Other Shampoo & Scalp Preps,Total Actual Cost,21734.11
Other Selenium Preps,Total Actual Cost,90326.14
Other Rubefacient&Top AntirheumaticPreps,Total Actual Cost,218.60
Other Riboflavine (B2) Preps,Total Actual Cost,19074.20
Other Pyridoxine Hydrochloride(B6)Preps,Total Actual Cost,3952.38
Other Purified Water Preps,Total Actual Cost,46865.17
Other Psoriasis Preps,Total Actual Cost,80717.68
Other Preparations For Biliary Disorders,Total Actual Cost,1071.64
Other Preparations,Total Actual Cost,193148.94
Other Phosphate Supplement Preps,Total Actual Cost,286765.82
Other Parasiticidal Preps,Total Actual Cost,393.81
Other Pantothenic Acid Preps,Total Actual Cost,379.35
Other Pancreatin Preps,Total Actual Cost,7246.54
Other Otitis Externa Preps,Total Actual Cost,5066.84
Other Oral Ulceration&Inflammation Preps,Total Actual Cost,153.37
Other Oral Iron Preps,Total Actual Cost,191395.98
Other Oil Preps,Total Actual Cost,29206.99
Other Non-Opioid Analgesic Preps,Total Actual Cost,2341.77
Other Nicotinamide (B7) Preps,Total Actual Cost,4732.24
Other Neuromus'ar Transmi'on Preps,Total Actual Cost,66535.93
Other Nasal Infection Preps,Total Actual Cost,448.99
Other Multivitamin Preps,Total Actual Cost,3877448.83
Other Mouth Wash Gargle&Dentifrice Preps,Total Actual Cost,8144.09
Other Miscellaneous Topical Preps,Total Actual Cost,20860.79
Other Minor Cut & Abrasion Preps,Total Actual Cost,1611.05
Other Mineral Formulation Preps,Total Actual Cost,624.68
Other Male Sex Hormone&Antagonist Preps,Total Actual Cost,3084.27
